14:22:58 [Proc:Seq] >>>>>>>>>>>>>>>>>>>>>>>  Logging Started  <<<<<<<<<<<<<<<<<<<<<<<<
14:22:58 [Proc:Seq] Build date time: Jan 20 2014 17:03:38 th=2504
14:22:58 [Proc:Seq] File Version: 3.1.1.4
          th=2504
14:22:58 [Proc:Seq] ProjectType : XGem200. th=2504
14:22:58 [Alarm:000071] can't read product type from license driver., th=2504
14:22:58 [Proc:Seq] Can't find license key. XGem is started for trial version. th=2504
14:22:58 [Proc:Seq] Loaded config file path: C:\XGEM\AMT_UF200\AMT_UF200\XGem.cfg. th=2504
14:22:58 [Proc:Seq] Success to open database(MDB). th=2504
14:22:58 [Debug:LDBInterface] Start to reading data SV/DVVAL information from database(mdb file). th=2504
14:22:58 [Debug:LDBInterface] 	0000    Name=Clock, Vid=1, Type=16, Size=16, Class=SV, Min=, Max=, Unit=YYYYMMDDhhmmsscc, Def=, Use=1, MemoryType=1, Val=A:0 th=2504
14:22:58 [Debug:LDBInterface] 	0001    Name=ALCD, Vid=2, Type=8, Size=1, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=BIN:00 th=2504
14:22:58 [Debug:LDBInterface] 	0002    Name=AlarmSet, Vid=3, Type=0, Size=0, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=L:{
         } th=2504
14:22:58 [Debug:LDBInterface] 	0003    Name=ControlState, Vid=4, Type=41, Size=1, Class=SV, Min=1, Max=5, Unit=, Def=, Use=1, MemoryType=1, Val=U1:0 th=2504
14:22:58 [Debug:LDBInterface] 	0004    Name=EventsEnabled, Vid=5, Type=0, Size=0, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=L:{
         } th=2504
14:22:58 [Debug:LDBInterface] 	0005    Name=ProcessState, Vid=6, Type=41, Size=1, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=U1:0 th=2504
14:22:58 [Debug:LDBInterface] 	0006    Name=PreviousProcessState, Vid=7, Type=41, Size=1, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=U1:0 th=2504
14:22:58 [Debug:LDBInterface] 	0007    Name=AlarmsEnabled, Vid=8, Type=0, Size=0, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=L:{
         } th=2504
14:22:58 [Debug:LDBInterface] 	0008    Name=SpoolCountActual, Vid=11, Type=42, Size=1, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=U2:0 th=2504
14:22:58 [Debug:LDBInterface] 	0009    Name=SpoolCountTotal, Vid=12, Type=42, Size=1, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=U2:0 th=2504
14:22:58 [Debug:LDBInterface] 	0010    Name=SpoolFullTime, Vid=13, Type=16, Size=16, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=A:0 th=2504
14:22:58 [Debug:LDBInterface] 	0011    Name=MDLN, Vid=14, Type=16, Size=20, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=A:0 th=2504
14:22:58 [Debug:LDBInterface] 	0012    Name=SOFTREV, Vid=15, Type=16, Size=20, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=A:0 th=2504
14:22:58 [Debug:LDBInterface] 	0013    Name=SpoolStartTime, Vid=16, Type=16, Size=16, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=A:0 th=2504
14:22:58 [Debug:LDBInterface] 	0014    Name=SpoolStatus, Vid=17, Type=41, Size=1, Class=SV, Min=, Max=1, Unit=, Def=, Use=1, MemoryType=1, Val=U1:0 th=2504
14:22:58 [Debug:LDBInterface] 	0015    Name=SpoolFull, Vid=18, Type=41, Size=1, Class=SV, Min=5, Max=6, Unit=, Def=, Use=1, MemoryType=1, Val=U1:0 th=2504
14:22:58 [Debug:LDBInterface] 	0016    Name=AlarmID, Vid=24, Type=42, Size=1, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=U2:0 th=2504
14:22:58 [Debug:LDBInterface] 	0017    Name=ChangedECID, Vid=25, Type=0, Size=0, Class=DVVAL, Min=, Max=, Unit=cm, Def=, Use=1, MemoryType=1, Val=L:{
         } th=2504
14:22:58 [Debug:LDBInterface] 	0018    Name=EventLimit, Vid=26, Type=42, Size=1, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=U2:0 th=2504
14:22:58 [Debug:LDBInterface] 	0019    Name=LimitVariable, Vid=27, Type=42, Size=1, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=U2:0 th=2504
14:22:58 [Debug:LDBInterface] 	0020    Name=OperatorCommand, Vid=28, Type=41, Size=1, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=U1:0 th=2504
14:22:58 [Debug:LDBInterface] 	0021    Name=PPChangeName, Vid=29, Type=16, Size=20, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=A:0 th=2504
14:22:58 [Debug:LDBInterface] 	0022    Name=PPChangeStatus, Vid=30, Type=41, Size=1, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=U1:0 th=2504
14:22:58 [Debug:LDBInterface] 	0023    Name=PPError, Vid=31, Type=16, Size=20, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=A:0 th=2504
14:22:58 [Debug:LDBInterface] 	0024    Name=TransitionType, Vid=32, Type=8, Size=1, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=BIN:00 th=2504
14:22:58 [Debug:LDBInterface] 	0025    Name=PortID, Vid=33, Type=41, Size=1, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=U1:0 th=2504
14:22:58 [Debug:LDBInterface] 	0026    Name=PreviousControlState, Vid=34, Type=41, Size=1, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=U1:0 th=2504
14:22:58 [Debug:LDBInterface] 	0027    Name=CommState, Vid=35, Type=41, Size=1, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=U1:0 th=2504
14:22:58 [Debug:LDBInterface] 	0028    Name=PreviousCommState, Vid=36, Type=41, Size=1, Class=SV, Min=, Max=, Unit=, Def=, Use=1, MemoryType=1, Val=U1:0 th=2504
14:22:58 [Debug:LDBInterface] 	0029    Name=EQPID, Vid=2101, Type=16, Size=9, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=2, Val=A: th=2504
14:22:58 [Debug:LDBInterface] 	0030    Name=Process State, Vid=2102, Type=44, Size=1, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=2, Val=U4:0 th=2504
14:22:58 [Debug:LDBInterface] 	0031    Name=PartNo, Vid=2103, Type=16, Size=22, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=2, Val=A: th=2504
14:22:58 [Debug:LDBInterface] 	0032    Name=LotNo, Vid=2104, Type=16, Size=10, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=2, Val=A: th=2504
14:22:58 [Debug:LDBInterface] 	0033    Name=Model Name, Vid=2108, Type=16, Size=20, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=2, Val=A: th=2504
14:22:58 [Debug:LDBInterface] 	0034    Name=TactTime, Vid=2110, Type=16, Size=6, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=2, Val=A: th=2504
14:22:58 [Debug:LDBInterface] 	0035    Name=ToTCnt, Vid=2111, Type=44, Size=1, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=2, Val=U4:0 th=2504
14:22:58 [Debug:LDBInterface] 	0036    Name=PassCnt, Vid=2112, Type=44, Size=1, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=2, Val=U4:0 th=2504
14:22:58 [Debug:LDBInterface] 	0037    Name=FailCnt, Vid=2113, Type=44, Size=1, Class=DVVAL, Min=, Max=, Unit=, Def=, Use=1, MemoryType=2, Val=U4:0 th=2504
